,Player,Team,Position,Height,Weight,Birthdate
1606,"Wexler, Ben  Wexler, Ben",STL,G,"5'10""",190,12/23/1994
1607,"Wheeler, Blake  Wheeler, Blake",WPG,RW,"6'5""",225,8/31/1986
1608,"White, Colin  White, Colin",OTT,C,"6'0""",183,1/30/1997
1609,"White, Colton  White, Colton",NJ,D,"6'1""",185,5/03/1997
1610,"Whitecloud, Zach  Whitecloud, Zach",FA,-,-,-,11/28/1996
1611,"Wideman, Chris  Wideman, Chris",FLA,D,"5'10""",180,1/07/1990
1612,"Wiederer, Manuel  Wiederer, Manuel",FA,-,-,-,11/21/1996
1613,"Wilcox, Adam  Wilcox, Adam",BUF,G,"6'0""",189,11/26/1992
1614,"Wilde, Bode  Wilde, Bode",FA,-,-,-,1/24/2000
1615,"Willcox, Reece  Willcox, Reece",FA,-,-,-,3/20/1994
1616,"Williams, Colby  Williams, Colby",FA,-,-,-,1/26/1995
1617,"Williams, Justin  Williams, Justin",CAR,RW,"6'1""",184,10/04/1981
1618,"Wilson, Colin  Wilson, Colin",COL,C,"6'1""",221,10/20/1989
1619,"Wilson, Garrett  Wilson, Garrett",PIT,LW,"6'2""",199,3/16/1991
1620,"Wilson, Scott  Wilson, Scott",BUF,RW,"5'11""",183,4/24/1992
1621,"Wilson, Tom  Wilson, Tom",WSH,RW,"6'4""",218,3/29/1994
1622,"Wingels, Tommy  Wingels, Tommy",BOS,C,"6'0""",200,4/12/1988
1623,"Winnik, Daniel  Winnik, Daniel",MIN,LW,"6'2""",210,3/06/1985
1624,"Witkowski, Luke  Witkowski, Luke",DET,D,"6'2""",210,4/14/1990
1625,"Wolanin, Christian  Wolanin, Christian",OTT,D,"6'2""",185,3/17/1995
1626,"Woll, Joseph  Woll, Joseph",TOR,G,"6'3""",196,7/12/1998
1627,"Wong, Tyler  Wong, Tyler",FA,-,-,-,2/28/1996
1628,"Wood, Kyle  Wood, Kyle",FA,-,-,-,5/04/1996
1629,"Wood, Miles  Wood, Miles",NJ,LW,"6'2""",195,9/13/1995
1630,"Wotherspoon, Tyler  Wotherspoon, Tyler",STL,D,"6'2""",207,3/12/1993
1631,"Yakovlev, Egor  Yakovlev, Egor",NJ,D,"6'0""",190,9/17/1991
1632,"Yakovlev, Yegor  Yakovlev, Yegor",NJ,D,"6'0""",190,9/17/1991
1633,"Yakupov, Nail  Yakupov, Nail",COL,RW,"5'11""",195,10/06/1993
1634,"Yamamoto, Kailer  Yamamoto, Kailer",EDM,RW,"5'8""",153,9/29/1998
1635,"Yan, Dennis  Yan, Dennis",TB,LW,"6'1""",184,4/14/1997
1636,"Yandle, Keith  Yandle, Keith",FLA,D,"6'1""",191,9/09/1986
1637,"Zablocki, Lane  Zablocki, Lane",DET,C,"6'0""",185,12/27/1998
1638,"Zacha, Pavel  Zacha, Pavel",NJ,C,"6'3""",210,4/06/1997
1639,"Zadina, Filip  Zadina, Filip",DET,LW,"6'0""",196,11/27/1999
1640,"Zadorov, Nikita  Zadorov, Nikita",COL,D,"6'5""",230,4/16/1995
1641,"Zaitsev, Nikita  Zaitsev, Nikita",TOR,D,"6'2""",193,10/29/1991
1642,"Zajac, Travis  Zajac, Travis",NJ,C,"6'2""",185,5/13/1985
1643,"Zamula, Yegor  Zamula, Yegor",FA,-,-,-,3/30/2000
1644,"Zavgorodniy, Dmitry  Zavgorodniy, Dmitry",FA,-,-,-,8/11/2000
1645,"Zboril, Jakub  Zboril, Jakub",BOS,D,"6'0""",200,2/21/1997
1646,"Zetterberg, Henrik  Zetterberg, Henrik",DET,C,"6'0""",197,10/09/1980
1647,"Zibanejad, Mika  Zibanejad, Mika",NYR,C,"6'2""",213,4/18/1993
1648,"Zolnierczyk, Harry  Zolnierczyk, Harry",FA,-,-,-,9/01/1987
1649,"Zuccarello, Mats  Zuccarello, Mats",DAL,RW,"5'8""",184,9/01/1987
1650,"Zucker, Jason  Zucker, Jason",MIN,LW,"5'11""",183,1/16/1992
1651,"Zummack, Eli  Zummack, Eli",TOR,C,"5'9""",175,3/22/2000
1652,"Zykov, Valentin  Zykov, Valentin",VGK,LW,"6'0""",200,5/15/1995
1653,"Zucker, Jason  Zucker, Jason",MIN,LW,"5'11""",183,1/16/1992
1654,"Zummack, Eli  Zummack, Eli",TOR,C,"5'9""",175,3/22/2000
1655,"Zykov, Valentin  Zykov, Valentin",VGK,LW,"6'0""",200,5/15/1995
1656,"Zucker, Jason  Zucker, Jason",MIN,LW,"5'11""",183,1/16/1992
1657,"Zummack, Eli  Zummack, Eli",TOR,C,"5'9""",175,3/22/2000
1658,"Zykov, Valentin  Zykov, Valentin",VGK,LW,"6'0""",200,5/15/1995
